3890, the kevin bungalow has all the amenities you need and was exactly as described by the three of us who stayed there for four nights and we are very comfortable with 2 en-suite bedrooms and a fully equipped kitchen which can be used that is very convenient the garden is very nice and well kept and the neighborhood very quiet there are several restaurants and breakfast cks restaurants you should definitely visit for some the distance to the city center of Seattle may be something like 20 min drive to the seattle center this was no problem for us from the main road regularly buses to the center and other parts of the city our overall experience was great,,,,
4367, our stay at margaret was perfect all round it has taken us from the beginning very warmly so we felt at home despite the short stay the house room and bathroom are just as in the photos very comfortable clean and nice the breakfast was very good with public transport several bus lines in this district the house is very easy and in about 20 30 minutes from downtown we would recommend this accommodation to all cases and if we go back to seattle without We would like to book margarets rooms again,,,,
4972, super host communication and organization has worked great despite the short-term booking 1 day before arrival the house is great,,,,
5167, the small cellar apartment at Emily is very cozy, she has everything you need and the size is ideal the hosts have taken care of us and were always approachable and helpful, very, very nice,
5256, we felt very welcome and welcome. Yissie is great and has done everything to make us feel comfortable both downtown and the airport are very easy to reach by public transport the house and room is clean and tidy Yissie has given us many great tips for Seattle,,,,
5447, the name is program after 10 hours flight from frankfurt we landed nick in the middle of seattle there is so much to see and do right in front of the house this cozy studio was an ideal refugium in the city for us thanks Nick, we are very happy to come back,,,
5615, our hostess was great everything worked fine apartment clean and great furnished sofa bed is only partially suitable for 2 people seattle you can easily explore from there on foot ,,,,
5722, micah was unfortunately not at home during our stay so we had the whole house for us the house was very clean it is a bit out of the center by bus for a good quarter of an hour in the city 2 75 per person no change a plus point was that we were allowed to use the washing machine and dryer we would stay here again,,,,
5725, unfortunately we did not meet christopher personally the apartment showed us a well-known communication but worked well and the apartment was great the main attractions are all within walking distance 10 minutes to pine pike street we would return this accommodation immediately book and have us all around well,,,,
6144, francesco is a very accommodating host who had welcomed us friendly the house is located 20 meters from the alki beach and is comfortable and attractively decorated the two bedrooms are spacious and have very comfortable beds the kitchen is functional it could with a few utensils will be complemented but also not described so cable TV is not offered ,,,,
7422, it was a very nice experience the cottage in the garden was charming it was good to sit in the quiet garden after the hustle and bustle in seattle the room was clean in the closet was orange juice and milk there were muffins and coffee we felt very in good hands the young hosts were very friendly and it was a lovingly prepared g stbuch with nzliche tips recommendable ,,,,
7433, we made friends with the small cottage and slept well 2 nights samantha and her husband were very friendly and accommodating they also gave us valuable help and tips for the stay in seattle we can recommend helen theodor riedmann ,,,,
7687, The apartment was very nicely decorated and equipped with everything you could possibly want in an apartment, drinks and snacks were available, the neighborhood was extremely well-liked, nice local and right on the beach in Madison park at lake washington the hosts themselves provided us with good tips for sightseeing in seattle and did everything to make us feel welcome we can only recommend the apartment,
8072, Dan's small apartment in Seattle was very nice a better place to stay if you could not find it was all there needed and it was very clean it was very nice and a great host a shame we did not have time But we still got a great impression of Seattle and would like to stay with us again at our next stay thank you and many gr e julia,,,,
8880, aaron was helpful and friendly with advice and did the apartment and the bedroom were bright and beautiful the apartment is very centrally located and you can reach all important things very well to fu ,,,,
11095, we felt very comfortable at donna the ballard charm is a good starting point to explore the city of seattle donna has in her appartment all the information you need to take a city tour right after arrival the area is very quiet and you can often achieve a good pub,,,,
11940, everything was as described it was very quiet the area was partly very hilly it was all well-kept individual houses with beautiful gardens  ,,,,
12124, we felt very comfortable with daisy the bed is perfect for a jetlag slept the apartment is very comfortable and personally set up the price Leistungsverh ratio is great we had no problems with our car to find a parking space in front of the house biosupermarkt pcc market is just 1mi away in columbia city a dream for vegans ,,,,
12761, we had a great time at amy and nathan in seattle amy welcomed us personally, responded very flexibly to our desired arrival time, showed us everything we needed to know and also gave some tips for our stay in Seattle The apartment was fully in accordance with the description and was fully equipped in the evening we were allowed to try the beer brewed by nathan himself and have encouraged us to entertain West seattle is a pleasant environment feels almost like a small town and at the same time in 30 minutes by bus in downtown for us it was a completely successful stay,,
12879, the apartment is very well equipped and we had all the kitchen utensils we needed the bathroom is very nice and spacious right in the vicinity is a supermarket the parking in front of the house was great in the city center it is by car just a few minutes in the night it is quite noisy and you can hear the traffic and every 10 minutes a plane flies over the house for a few days, the apartment is recommended ,,,
12969, linda is a very sympathetic attentive helpful hostess,,,,
13051, the house of rich is wonderful it radiates so much warmth and security i have more than like home website hidden is very very clean and tastefully decorated rich is at any time reachable and very helpful the location is ideal to quickly in the city __restaurants bars and supermarkets are easily accessible on foot if the highest score is 10 we would give rich 100 unfortunately the house would not fit in my suitcase otherwise I would sit in his living room by the fireplace today thank you very much everything right,,,,
13704, very good area great park just around the corner of the left to go to the lunchtime accommodation was so far in order had a small problem that towels were missing but erin reacted immediately and also a bottle of wine donated great,,,,
14109, rita is very uncomplicated and open-minded we were warmly welcomed although we could not check in at the appointed time for the dinner she had great tips for us and otherwise she was very worried about us the beds are very cozy and inviting apartment well equipped your husband Elwin is always immediately on the spot and could help you even though you are in a big city is the house in a quiet area,,,,
14380, Susanna and Petrick were lovely and attentive hosts even our late arrival in the evening was not a problem the house is in a quiet area with sufficient parking facilities and short walk to the highway Susanna speaks very good German this is especially nice for all you school English already forgot something,,,,
14393, we had a wonderful time at susanna and patrick in the middle of the artistic fremont and still unbelievably quiet our room was fantastically cozy and equipped with a super comfortable bed and private bathroom the house is equipped with so many beautiful little details that you from the first second on home feels better host than susanna and patrick you can not wschen both helped us during our stay much more with tips than you normally expect the location of the house is perfect with car and bus easy to reach and still very quiet and safe we __hope to get back to the pleasure of the two nights to sleep better is not possible and susanna speaks so perfect German that we almost forgot to be in the us a pity that our stay only was so short,,,,
14411, we reached susannas at home in the evening we were greeted very friendly Susannas German is really very good and she loves to speak this we felt at the reception very well the room is very lovingly decorated on the photo and very clean on the there was a list of the most important details about seattle there was fresh water ready on the windowsill a basket with various maps of Seattle and attractions we had a private bathroom this was also very clean Susanna showed us her beautiful house and the roof terrace with a beautiful view it was really very pleasant thank you very much for the loving hospitality of you two and maybe another time  ,,,,
14908, the room was as described and the environment is great we landed very late in Seattle but that was not a problem nikki can even German she gave us everything short because she had to leave then the room is very nicely decorated and bathroom is very clean nikki even has shower and shampoo for use in the bathroom also had a microwave and kettle were available coffee and oatmeal she has us dagehabt the room has an exit on the small terrace so that we could sit outside in the evening the environment is very quiet and exactly at the discovery park  we looked at the last day in any case worth a visit on the second evening we met nikki and her roommate and we can talk with them both very open-minded and friendly we have from the beginning very much well, the house is hellh rig but we hardly noticed the two all in all a great accommodation it was our first experience ng with air bb and we did not regret it we would stay at nikki again anytime she also responded very quickly to all our emails both before and while we stayed with her,,,
14966, glenn welcomed us very nicely and in the apartment we found valuable tips to go out the location of the apartment is ideal for walking comfortably into the hippest areas of the city in the evenings the fact that there is a parking garage is very convenient and cost effective to the waterfront You can walk in 15 minutes through exciting streets,,,,
15665, brad liz are excellent hosts warmhearted friendly and helpful so we had a nice start to our northwest holiday we spent 2 nights in a very interesting cottage with great sculptures and pictures of liz the cottage is in ballard in a quiet residential area yet the city center can be reached quickly by car thanks to liz and brad for the future,,,,
15806, we felt very well in this small cozy cabin surrounded by a cozy bamboo garden nice retreat I like the basics equipped kitchen good location if you are with public transport three buses stop around the corner and drive downtown and metro station union street from where you have connection in all directions,,,,
15893, if you are looking for a quiet accommodation u want to be in the right place you will find the key here in a secure box travel tips u infos shopping possibilities u the bus lanes are in the room ready the room is ok for children there big toys ufr small u large children a trampoline in the garden which can be used is great the distance to alkibeach in the downtown you need about 45min in the evening only the dc line to westseattle leads back to their stops in downtown not always easy because there is an express line with accordingly little stops recognizable by red markings taxis cost around the 20th  ,,,,
16130, we had a great stay in nate s and brain s 2br it was all that we needed nate brain we unfortunately did not meet was very friendly and accommodating the apartment was very clean and quiet we especially liked the little attention as the fresh water the little chocolate and the welcome we will gladly come again  ,,,,
16180, the communication with brian nate was uncomplicated everything worked perfectly although we did not know her personally the house the surroundings are very nice quiet in the apartment it has everything you need but for 4 people we found it a bit too narrow and a bit dark,,,,
17717, The apartment was nice and clean Checkin was very easy and pleasant,,,,
17736, highly recommended d heidi and her friend were super very friendly and helpful the room was great even better than expected next to a wardrobe there was a very clean bathroom and there was a coffee machine the neighborhood is really nice with nice little ones h cottage we spent 2 nights at heidi and would book again every time  ,,,,
18347, for the stay in a foreign city I had used until now only uniform hotels which are more or less the same all over the world this time I wanted to enjoy something different and a little more independent and am via airbnb to the appartement from jamilah gesto en an entire floor in the souterain of a lovingly renovated for the area typical wooden house completely new and stylishly furnished with everything you need clean large enough and pleasant a separate entrance any amount of space with living room kitchen with gas stove on the one professional his pleasure hte huge k fridge washing machine with which I also cope and sp lmaschine to a small bathroom with a practical shower a bedroom and another room with sleeping if you wanted it could also be a family of four for families It was important to me that the house is located in a quiet area where you can stay the night it can be tilted the comfortable bed with a firm mattress and the ideal shopping for self-catering in the immediate vicinity 5 minutes to fu on my days off I was at a business trip in Seattle, despite the late time of the year end of October the sun in the living room enjoying the location capitol hill is about the downtown which you can easily reach by bus or fu u first likp sympathetic I felt during my stay the hosts uncomplicated wise kmmerten if there were any questions The wifi access, which was kindly made available to me, enabled me to do one or the other business right from the appartement and to skype home. All in all, I was very impressed and thus could enjoy my time in Seattle  
19281, I was very comfortable in the 5 star house flor was very warm and helpful when I had problems with my gepaeck the address is highly recommended,,,,
19661, we spent four nights at ann in fremont it was just beautiful the room and the whole house is very lovingly and artistically furnished the kitchen is very well equipped the house is in a quiet residential area but only a few blocks away from restaurants and shops it was exactly as described and very clean ann is a wonderful uncomplicated hostess she had lots of tips and info material for us when we come back to seattle we will surely stay overnight at ann,,,,
19960, being close to the university was a big plus for us,,,,
20654, we enjoyed the stay in the house of katie and dan it is all very comfortable tastefully and practically furnished the contact with katie was uncomplicated and very nice everything was perfect,,,,
20810, the accomodation at Akiko and Matt was exactly as described the city center is super fast with the light train to reach so that you do not need a car for the city sightseeing Akiko and dull u only friendly attentive and nice hosts we spent together a cozy barbecue in the apartment everything is available to spend a relaxing holiday when we visit seattle again we like to come back many thanks to akiko and dull ,,,,
21378, very well located for a visit to seattle with public transport easily accessible clean room kitchenette etc everything was ok decent host recommended,,,,
21418, a friendly hostel nice and cozy accomodation as described in a very nice part of seattle,,,,
21476, Cindy was very helpful and friendly everything was very well organized so we got two keys to the apartment for example, this accommodation in the price and performance ratio only recommendable also lind cindy 24 hours run the fan since it was very hot in business the immediate n and caf s and co many thanks to cindy,,,
22299, from jennifer's room we were able to reach all our desired goals easily the room itself was almost a small apartment perfectly aligned with a small k microwave microwave and a private bathroom with the terrace in front of the own entrance door was right in the mood for the establishment has improved in comparison to the photo  ,,,,
22319, small dark clean room good for arrival after a long flight since in flight he unsuitable for stays to get to know the city only in the summer book it is a humid k hles room when we were there in October the owners came only on the morning of our departure on the idea to heat the room    ,,,,
22690, english below the accommodation was really great I was more than positively surprised rainer the host and his wife were friendly always helpful and yet very unobtrusive the room was not large in the picture is the general living room to watch the night on friday many days was 10 days there absolutely enough the location is great bs downtown seattle by bus 15 minutes including walk to the bus station and the area is very well connected with the public even to fu of downtown in abundant 30 minutes to reach the neighborhood is very mixed what I very positive ie from young to old from rich to poor and from pictorially black to white everything available including the street party at the weekend on my next stay in sea I will be happy to knock on rainer again the lodging is great it was apositive surprise to me rainer the host is great including his char 20 minutes incl. walk to bus station. cross linked to The public transport and even by foot within 35 minutes walking distance from downtown if i come back to seattle i will again knock at rainers door,,,,
22727, gemlich quiet room it was everything as described the hostess emily I have not seen in 4 days, but everything worked fine the location is very quiet to the nearest bus connection you have to walk about 5 minutes to internet connection was great,,,
23268, the beach house was very well described and had a great location and the neighborhood is absolutely safe and we had a nice time there the view is fantastic and you really are right on the sea when you wake up in the morning and the water is just terrific and that compensates for the already in the years come house everything is there what you need daily life and the kitchen is fully equipped it is just an inhabited house that is rented and you must not at the many pers It was clean and the bed ok, all the best for Michael,,,
23550, we had a wonderful time at pam the reception was very lovingly prepared and the apartment tastefully and perfectly furnished for our   constant visit from the grandchild was in good weather especially the large terrace with private garden and view of the nearby Spaceneedle not to tender we enjoyed 16 days stay there and hope for a repeat anne and rainer  ,,,,
23619, pam is a great hostess every request was answered very quickly and thoroughly the reception was very cordially in addition to a welcome letter we have plenty of information about Seattle very helpful and a nice bottle of wine received heartily thanks to the flat and the location quiet yet We really enjoyed our stay very centrally, especially the private terrace is very beautiful for us it was perfect days,,,
23635, dear pam dear patrick thank you for 4 weeks stay in your apartment as always second stay with you we have been excellent thank you for your nice welcome with welcome wine and greetings on the wall we have all around well and of course together with our grandchild enjoyed the terrace and the attached garden with view to the space needle it was already a second home with you and we hope to repeat this experience next year until then all the good wishes for you and thanks for your hospitality anne and rainer blasum older couple of 70 ,,,,
24224, the apartment was perfectly clean at takeover the directions to the condo was also very good so that we have found there for 4 adults are the beds too small here at least a king size bed an advantage for 4 people is the only bathroom was very small very positive we felt that the apartment had no carpets special laminate floor had the mobile air conditioner although it is too loud in the night the location is perfect downtown and the pike market in 10 15 minutes walking distance the wifi worked easily everything in All a well-kept apartment but only for 2 adults with small children,,,,
24774, all very well and exactly as described sharan even gave me a voucher for free gym visits highly recommended at any time again,,,,
24946, very spacious and clean well-equipped cottage over 2 floors it is a few meters from the house of the landlord and has its own access it was as if we had a häuschen for us alone from there we were with the car Quick in downtown Seattle we loved it so much we can recommend the cottage unrestricted ,,,,
25046, semi private souterrain bedroom in good condition with good bed very well suited for two people in occupancy with more than two people, the living room must be shared where unfortunately only an air mattress available for disposal g ste should cope with the trusting cat cleanliness was ok ,,,
25603, alexia is a very nice host she prepares everything perfectly and has very good tips for Seattle in stock the room is in a very nice house in a good area for a person it is ideal for exploring Seattle,,,,
25870, the apartments of darcy are very well located in the city center from here everything is easily accessible, however, in front of a little mini-park, some homeless people gather and I beg myself to be on the way and got in touch with them About the bartender of the merchants cafe without problems in the apartments you can hear nothing from the bar on the ground floor disappointed we were on the communication which unfortunately no longer took place we still had money to get back but we have nothing to demand even today More of darcy is very disappointing and the room was not really clean  we were there with a baby and maybe more on the floor and the hygiene we would go on another trip to Seattle to find another place to stay,
26213, cameron and his roommates were great hosts and could always help us with questions especially the possibility of a portable wifi module was very convenient as we could save roaming costs the apartment was as described and the view from the roof terrace was just once 200m The bus stop with which you can get to the center without having to change trains or to the space needle we recommend the apartment unrestricted,,,,
26600, beth was a great host and received us a warm welcome she was always helpful and even gave us a tour of seattle the room is lovingly decorated and has more than met our expectations the house is very well located with a supermarket and a bus stop in the immediate vicinity, we would come back anytime,,,
26601, our stay at beth was really great the room and bathroom are very clean and as described in the bus connection to the city is good supermarket two minutes walk away and beth is a very open-hearted interested funny and lively woman with whom one can talk much and long absolute recommendation,,,,
26638, see nice contact but unfortunately something has come in between and we could not sleep with Beth because she has just painted her house but she has booked us a hotel and paid so it was completely okay but we were surprised by it otherwise I can recommend her  ,,,,
26827, Serina is a very nice hostel the apartment is only a few steps away from the space needle and also the centrum is to Fu good to reach if you on the piers long runs the apartment is equipped with everything you need the film sleepless In Seattle, I was due to come back to inventory ,,,
26837, the apartment as well as serina as a hostess is absolutely to be recommended although we did not know each other personally but serina has ensured an absolutely smooth running as well as a warm welcome with regional cake and flowers designed the pictures of the apartment are absolutely realistic the location is perfect and really very central in seattle for us as a pedestrian perfect but also buses driving right in front of the house we also had the equipment for the breakfast and we were able to book before we left a load of laundry in the combined washer dryers throw everything so absolutely top,,,,
26908, Serina gave us a great stay in Seattle on arrival there was a box of local cakes from a great baker as a gift in the room the location of the apartment is super central right next to the space needle,,,,
27274, julian was a friendly and helpful host who gave us good tips for our stay in seattle his house is very conveniently located in the immediate vicinity of a link rail station the room was clean and big enough the other g ste of the house we hardly got see and rarely hear in the hall was free drinking water ready we thank you for the pleasant stay,,,,
27538, i had a really fabulous time at jerome the room was super clean as described and had a great view of the mountains and skyline great and quiet neighborhood but you could still quickly get to seattle s hotspots  jerome puts a lot of emphasis on having a healthy nourishment so that there is always fresh fruit available,,,,
27624, jennifer is a great host very nice and courteous the arrival ran smoothly from there it was just a little difficult to find the entrance because the apartment is on the ground floor the apartment itself was average cleanliness whereby here rather below the average location and other general aspects As far as it is an old house and quite frankly a little run down messy and at this time very cold with jennifer live three cats that can be a bit annoying as they often try to come into the room all in all, my stay was ok but I have Not much time spent there just to sleep,,,
28467, pauls apartment has a beautiful view of the lake and the park in between it is individual and comfortable website hidden entertainmentist the contemporary kitchen equipment is perfect bathroom shower is good the towels and the soap soaps put etc very well in the sleep and the children's bedroom l sst well and quietly sleep an appartement to feel comfortable parking is always almost directly in front of the house by car it is 5 minutes to the pcc where the tastiest things to eat are highly recommended,,,,
29150, it was very nice at Eliza She was an excellent hostess I was beautiful and clean the neighborhood was quiet but there were also shopping possibilities in the near by bus it was very fast in the city center,,,,
29434, unfortunately it was not so fine as the accommodation was anything but clean the mistk bel went over the kitchen and bathroom were rather grubby the toilet seat not fix mounted and very wobbly the bedclothes was apparently not freshly coated because they did not smell fresh and we had hair inside we thought air bnb is already thought that it is for breakfast, unfortunately nothing to notice there was probably a fold frbnb guests where old smoked cafepulver and sugar was but not even the garden was like a m we llhalde The main house had to be accessed via the rear entrance, but only a rung of the wooden staircase had broken through and you would have to overcome a quarter of a meter slightly dangerously. The locks of the different doors are very special. We almost always needed 10 minutes to open the doors lent one had the feeling that one had the turtleneck in his hand and the key broke off slowly one should then clean and wash everything h use and mistk bel evacuate bedclothes pull off with which we have no problem anyway but then it would be fine if at least clean schw mmchen and geschirrt cher available for disposal would be very smelly so for the price we would at least let us have a clean accommodation awaits dear monica,,
29654, nice accommodation the hosts were friendly and uncomplicated we had a good night,,,,
30535, we were warmly welcomed by c line and kurt as they lived together in the house was a close contact at any time no matter if you needed his rest from a busy day or some exchange with the host searched there was never a problem so it was a nice stay there and a really nice home    ,,,,
30733, warm host has informed us in advance of our arrival and responded to any message the description of the apartment is entirely correct and lends itself to seattle's explorations in a great neighborhood of nice cafes and restaurants ,,,,
31007, the hostel was clean and well-kept the roommates were very friendly and helpful ,,,,
31892, wallingford was immediately sympathetic to us all gardens and houses are lovingly designed and welcoming inviting for the hot summer temperatures was joyces down house perfect we were three generations and five people phone number hidden and 72 years joyce welcomed us warmly and Thanks to Joyce we would like to come back to you immediately ,,,,
32741, our stay at errin was the perfect start to a long journey the apartment is quietly located off a street and has everything you need even toiletries in the bathroom and kitchen stuff like coffee and confectionery are very warm and uncomplicated let's come back,,,,
32787, the arrival was uncomplicated the location is quiet and the parking place no problem the apartment is very nicely furnished it has a lot of space everything is necessary as the pictures in the description show the apartment as it is it is a very detailed and helpful description of the apartment and restaurants activity shops available amy was very nice uncomplicated and helpful everything worked well we would love to come back anytime      ,,,,
32959, beautiful accommodation with many extras eg the sports room centrally located for example pike place market the guide and the international district everything as in the description communication was promptly friendly and uncomplicated bahnh fe frz ge and connection to the airport skytrain also only 10 15 min to fu away and yes the h gel is like a small work out but is feasible otherwise 5 dollar frs taxi    ,,,,
33047, a night at brendon spent short term booking extremely quick check in no problem great house all very clean great bed for america relations pleasant firm matress brendon and pryia are very nice and helpful great place to visit the junction and downton seattle by bus really class,,,,
33553, tania was very nice and even has the fridge closes the drain was easily the apartment super clean and very clean we have felt very well,,,,
34188, we felt very well in the artistic environment the room is rather small but comfortably furnished we were unfortunately too short to say much about the surroundings the recommended pizzeria was in any case very good,,,,
34196, unfortunately we had to cancel the trip one day before   ,,,,
35043, good description and good area always telef accessible,,,,
35094, was very pleasant,,,,
35899, it is beautiful the location is perfect bus station right on the house and leads directly to downtown the appartment is very clean and lovingly furnished the contact with Paige is smoothly she answers every question immediately and is very friendly when we come back to Seattle We definately book this appartment,,,,
36111, we had a nice stay in andrew s house the room was the description and was clean the house is in a nice residential area the location is good for exploring Seattle it is just a short walk to the metro station and a short drive to the Downtown,,,,
36448, although the room in the basement did not correspond to the description of the cottage we found it even better liz received us very friendly and pointed out in all things that are to be considered as our son lives in ballard we were only there to sleep because we could only at At the checkout he saw that he was away but it was a very cordial chat with him instead of which one concludes that he is just as good a host as he is we can recommend the accommodation with the best impressions ,,,,
37859, I stayed for two nights in the laura and hasan accommodation and felt very comfortable the apartment was very clean and although it is close to the highway 5 it is very quiet that there is a coffee machine with enough coffee and Milk for free I can only recommend this apartment,,,,
39892, large beautiful clean room well-kept private bathroom with toilet very nice host family location about 15 minutes by public transport in downtown and in a pleasant neighborhood everything was great we would come again,,,,
40006, jill and john were great hosts to my friend and i felt like home with them the room with private bath was quiet clean and really just the place for our stay in seattle whenever we had questions or organizational issues The two were on the spot and took time to help us absolutely recommended,,,,
40963, very nice big room quiet house and decent area luyao took us very friendly all showed and another food tip for s dinner car was good to park we can recommend the accommodation very well ,,,,
41364, very well maintained ambience detailed description and information also about the area pnv and restaurants nearby friendly reception experienced host a very good alternative to an accomodation downtown seattle which is a 15 minute bus walk 4 min to the bus stop perfectly,,,,
42434, it was a wonderful experience to live in maggie's chic and cozy floating home the house swims and rocks easily on the waves when a boat sits in front of you on the water's edge to give you the perfect getaway in the middle of the city the photos are surpassed by the reality and maggie is a consummate, always friendly hostess,,,
42648, irmgard was a very nice and helpful hostess she had even filled the fridge for the first breakfast there were lots of books and maps ready the apartment was very clean and generously all the best,,,,
43098, just amazing logan welcomed us very warmly we felt at once very comfortable clean room logan stand for questions at any time and gave us sightseeing tips would recommend it to anyone and also stay there again  ,,,,
43110, joan and markos have taken us on the evening of our arrival in the reception and we immediately felt well the house is beautifully situated and the description has fit the room is very comfortable and the garden which you include gem se and seat with a view of the lake washington can use is just great with the bus one comes directly into the city and also in the surrounding area there are many attractions worth seeing such as the kubota garden or the seward park we can a stay at joan and markos w I would recommend it to you and will be happy to come back any time  ,,,,
43242, we had booked the apartment in september for our seattle stay and were completely satisfied the decor of the apartment is excellent and really has everything you need to cook it yourself the appartment is really cozy and a great change after the many motels and hotels that you on a usa round trip so inhabited here you can feel comfortable and sometimes to rest the location of the apartment is also great you can not really run anything from there but the area is beautiful and both on the weekend as well as during the week traffic really relaxed we are from there with the car always quickly come there where we wanted the free parking behind the house is of course also gold value bus stop is actually right in front of the tr we have not used the loaner are also in the street but has not surrendered to us and to walk there it may be a little too we we would definitely book the apartment again at the next visit to the city,,,,
43575, cozy room with private bathroom in a large apartment with balcony everything was perfect louise was a nice hostess again,,,,
43773, jean marc's gypsy wagon has been a lot of fun especially for the kids though the cart is very small jean marc does everything to make it pleasant to share a bathroom with the tenants of a small hut he made himself jean marc very hospitable an original fund,,,,
44381, beautiful airbnb flat clean good location and great cats thanks to the code system very easy to get into the house without worrying about the key thank you summer,,,,
44874, we had 3 great days in seattle at dominick landed fresh after the long journey from germany the apartment was just the right for us with the taxi for about 13 dollars from westlake comfortable in front of the house with a very comfortable bed a beautiful A great bathroom with a large shower and very good coffee and a lovingly decorated room in a very nice neighborhood you are well looked after we enjoyed it very much in Fremont to live there are enough restaurants and cafes to reach really tasty and really nice in the restaurant el camino you even get the beers for the rehearsal in advance really nice it is in the evening at the burke gilman trail to sit and watch the boats and the bridges as they always open the best in the supermarket and simply get the abendstimmung genie en Although we missed dominick unfortunately just missed us his well-known nina received very much thank you again for the love hospitality Dominick has us In advance, when planning the arrival well helped better one can not be there for his guests,,,
45499, we had a great time in Seattle the two hosts are very hospitable and we are in the apartment very well felt a special highlight is the view of the lake we enjoyed our stay very much ,,,,
45872, Beth was very nice and hospitable the breakfast was included and delicious I felt very well and everything was clean and tidy,,,,
45887, the stay at beth was great the room was exactly as described and the bathroom is maybe 2m directly opposite to on the other side of the corridor in the morning there was even breakfast at beth and their family you just welcome a friend perfectly Best host only to be recommended thank you again beth   ,,,,
46402, it is a very cozy and nice appartement with a special atmosphere. I stayed there for 6 weeks and immediately felt at home. It is minimalist and tastefully decorated with a very nice private terrace. It has everything you need to live maija is a very nice and helpful hostess it is relatively close to the center on foot very nice prospects on the way between 35 and 60 minutes depending on where you want but there is also good bus connection through a very nice location on the hill from the green Surrounded by a nem and with the view of the golf course one has the feeling that one is not really in the city ,,,,
47897, the apartment is in a nice and quiet neighborhood we have our evening beer in the very nice pub around the corner and the breakfast in Karens cozy caf very Buses to seattle downtown are easily accessible from the house by bus It is about 30 minutes to Seattle Downtown The compact room is nicely furnished and has a nice private bathroom There were lots of maps and information about the city. Karen and her friend Mark are very nice and obliging hosts who gave us a warm welcome the key transfer took place personally and went smoothly, we felt well and are very happy to come back  ,,,
48022, we were 5 days at natalie to visit and can only from this accommodation swarm very much space very high-quality kchenger te great rooms and ideal for 4 people even a washing machine w re available for the supply which we did not need natalie Was very nice with the accommodation but also left us in peace and asked us to ask if we were not afraid to come up high only recommended we would go there again anytime lg michi sarah jasmine and tobias,,,,
48132, beautiful apartment perfect for 2 near downtown super communication very clean,,,,
48402, very friendly contact nice completely flat very clean gladly again,,,,
48895, a nice accomodation with everything you need good location with uncomplicated check in and out,,,,
